[1/174] sub-440956_ses-20190207T120657_behavior+ecephys+ogen.nwb: trials=368, neurons=459, seconds=0.32
[86/174] sub-479149_ses-20201214T120340_behavior+ecephys.nwb: trials=450, neurons=459, seconds=0.69
[87/174] sub-479149_ses-20201216T120333_behavior+ecephys+ogen.nwb: trials=264, neurons=480, seconds=0.56
[88/174] sub-479149_ses-20201217T120512_behavior+ecephys+ogen.nwb: trials=440, neurons=304, seconds=0.59
[89/174] sub-479149_ses-20201218T113815_behavior+ecephys+ogen.nwb: trials=520, neurons=328, seconds=0.79
[90/174] sub-480133_ses-20201224T122322_behavior+ecephys.nwb: trials=470, neurons=148, seconds=0.31
[91/174] sub-480133_ses-20201225T114244_behavior+ecephys+ogen.nwb: trials=666, neurons=237, seconds=0.50
[92/174] sub-480133_ses-20201226T121710_behavior+ecephys+ogen.nwb: trials=700, neurons=371, seconds=0.95
[93/174] sub-480133_ses-20201229T125330_behavior+ecephys.nwb: trials=530, neurons=439, seconds=0.84
[94/174] sub-480133_ses-20201230T112558_behavior+ecephys+ogen.nwb: trials=540, neurons=639, seconds=1.10
[95/174] sub-480133_ses-20201231T114638_behavior+ecephys+ogen.nwb: trials=490, neurons=618, seconds=0.80
[96/174] sub-480133_ses-20210101T123136_behavior+ecephys+ogen.nwb: trials=500, neurons=205, seconds=0.44
[97/174] sub-480133_ses-20210103T133044_behavior+ecephys+ogen.nwb: trials=540, neurons=523, seconds=0.63
[98/174] sub-480133_ses-20210104T131503_behavior+ecephys+ogen.nwb: trials=610, neurons=555, seconds=0.78
[99/174] sub-480134_ses-20210106T125834_behavior+ecephys+ogen.nwb: trials=560, neurons=532, seconds=0.78
[100/174] sub-480134_ses-20210107T120825_behavior+ecephys+ogen.nwb: trials=500, neurons=420, seconds=0.70
[101/174] sub-480134_ses-20210108T135220_behavior+ecephys+ogen.nwb: trials=520, neurons=683, seconds=1.10
[102/174] sub-480134_ses-20210110T134005_behavior+ecephys+ogen.nwb: trials=720, neurons=480, seconds=0.72
[103/174] sub-480134_ses-20210111T122809_behavior+ecephys+ogen.nwb: trials=540, neurons=495, seconds=0.61
[104/174] sub-480134_ses-20210112T130202_behavior+ecephys+ogen.nwb: trials=624, neurons=675, seconds=1.11
[105/174] sub-480134_ses-20210113T125455_behavior+ecephys+ogen.nwb: trials=680, neurons=749, seconds=1.29
[106/174] sub-480135_ses-20210225T155426_behavior+ecephys+ogen.nwb: trials=515, neurons=630, seconds=0.97
[107/174] sub-480135_ses-20210226T161028_behavior+ecephys+ogen.nwb: trials=479, neurons=733, seconds=0.94
[108/174] sub-480135_ses-20210227T131716_behavior+ecephys+ogen.nwb: trials=494, neurons=765, seconds=0.91
[109/174] sub-480135_ses-20210301T144130_behavior+ecephys+ogen.nwb: trials=475, neurons=538, seconds=0.64
[110/174] sub-480135_ses-20210302T140243_behavior+ecephys+ogen.nwb: trials=226, neurons=502, seconds=0.56
[111/174] sub-480135_ses-20210303T161010_behavior+ecephys+ogen.nwb: trials=469, neurons=257, seconds=0.47
[112/174] sub-480135_ses-20210304T163309_behavior+ecephys+ogen.nwb: trials=533, neurons=219, seconds=0.38
[113/174] sub-480927_ses-20210218T122535_behavior+ecephys+ogen.nwb: trials=312, neurons=477, seconds=0.84
[114/174] sub-480927_ses-20210219T132453_behavior+ecephys+ogen.nwb: trials=439, neurons=376, seconds=0.64
[115/174] sub-480927_ses-20210220T124834_behavior+ecephys+ogen.nwb: trials=362, neurons=516, seconds=0.74
[116/174] sub-480927_ses-20210221T130859_behavior+ecephys+ogen.nwb: trials=568, neurons=688, seconds=1.13
[117/174] sub-480927_ses-20210222T130313_behavior+ecephys+ogen.nwb: trials=553, neurons=350, seconds=0.74
[118/174] sub-480927_ses-20210223T135753_behavior+ecephys+ogen.nwb: trials=561, neurons=219, seconds=0.58
[119/174] sub-480927_ses-20210224T133042_behavior+ecephys+ogen.nwb: trials=496, neurons=469, seconds=1.00
[120/174] sub-480927_ses-20210225T115002_behavior+ecephys+ogen.nwb: trials=535, neurons=366, seconds=0.64
[121/174] sub-480927_ses-20210226T133429_behavior+ecephys+ogen.nwb: trials=548, neurons=483, seconds=0.87
[122/174] sub-480927_ses-20210228T131818_behavior+ecephys+ogen.nwb: trials=622, neurons=268, seconds=0.63
[123/174] sub-480928_ses-20210121T153333_behavior+ecephys+ogen.nwb: trials=520, neurons=432, seconds=0.92
[124/174] sub-480928_ses-20210122T131850_behavior+ecephys+ogen.nwb: trials=624, neurons=358, seconds=0.90
[125/174] sub-480928_ses-20210123T132015_behavior+ecephys+ogen.nwb: trials=600, neurons=407, seconds=0.96
[126/174] sub-480928_ses-20210125T124258_behavior+ecephys+ogen.nwb: trials=601, neurons=509, seconds=0.97
[127/174] sub-480928_ses-20210126T134951_behavior+ecephys+ogen.nwb: trials=540, neurons=650, seconds=1.07
[128/174] sub-480928_ses-20210127T140737_behavior+ecephys+ogen.nwb: trials=504, neurons=731, seconds=0.90
[129/174] sub-480928_ses-20210128T133949_behavior+ecephys+ogen.nwb: trials=620, neurons=923, seconds=1.47
[130/174] sub-480928_ses-20210129T132207_behavior+ecephys+ogen.nwb: trials=665, neurons=724, seconds=1.32
[131/174] sub-480928_ses-20210130T135022_behavior+ecephys+ogen.nwb: trials=553, neurons=850, seconds=1.05
[132/174] sub-484672_ses-20210318T171131_behavior+ecephys+ogen.nwb: trials=450, neurons=256, seconds=0.50
[133/174] sub-484672_ses-20210319T144211_behavior+ecephys+ogen.nwb: trials=570, neurons=385, seconds=0.91
[134/174] sub-484672_ses-20210321T131204_behavior+ecephys+ogen.nwb: trials=476, neurons=213, seconds=0.32
[135/174] sub-484672_ses-20210322T122309_behavior+ecephys+ogen.nwb: trials=542, neurons=330, seconds=0.71
[136/174] sub-484672_ses-20210323T121231_behavior+ecephys+ogen.nwb: trials=445, neurons=492, seconds=0.63
[137/174] sub-484672_ses-20210324T143423_behavior+ecephys+ogen.nwb: trials=585, neurons=215, seconds=0.48
[138/174] sub-484673_ses-20210427T145157_behavior+ecephys+ogen.nwb: trials=419, neurons=486, seconds=0.77
[139/174] sub-484673_ses-20210428T133442_behavior+ecephys+ogen.nwb: trials=534, neurons=633, seconds=0.98
[140/174] sub-484673_ses-20210429T131158_behavior+ecephys+ogen.nwb: trials=503, neurons=497, seconds=0.68
[141/174] sub-484673_ses-20210430T132651_behavior+ecephys+ogen.nwb: trials=484, neurons=532, seconds=0.86
[142/174] sub-484673_ses-20210504T121957_behavior+ecephys+ogen.nwb: trials=627, neurons=285, seconds=0.61
[143/174] sub-484673_ses-20210505T131153_behavior+ecephys+ogen.nwb: trials=656, neurons=227, seconds=0.55
[144/174] sub-484673_ses-20210506T134206_behavior+ecephys+ogen.nwb: trials=644, neurons=342, seconds=0.80
[145/174] sub-484673_ses-20210507T135524_behavior+ecephys+ogen.nwb: trials=695, neurons=430, seconds=1.21
[146/174] sub-484673_ses-20210508T132858_behavior+ecephys+ogen.nwb: trials=638, neurons=390, seconds=0.80
[147/174] sub-484674_ses-20210504T155124_behavior+ecephys+ogen.nwb: trials=588, neurons=308, seconds=0.78
[148/174] sub-484674_ses-20210505T170309_behavior+ecephys+ogen.nwb: trials=625, neurons=298, seconds=0.81
[149/174] sub-484674_ses-20210506T174036_behavior+ecephys+ogen.nwb: trials=518, neurons=638, seconds=1.01
[150/174] sub-484674_ses-20210507T172825_behavior+ecephys+ogen.nwb: trials=509, neurons=208, seconds=0.47
[151/174] sub-484674_ses-20210509T131820_behavior+ecephys+ogen.nwb: trials=479, neurons=452, seconds=0.90
[152/174] sub-484674_ses-20210510T162815_behavior+ecephys+ogen.nwb: trials=399, neurons=238, seconds=0.42
[153/174] sub-484674_ses-20210511T140555_behavior+ecephys+ogen.nwb: trials=476, neurons=206, seconds=0.50
[154/174] sub-484674_ses-20210513T120445_behavior+ecephys+ogen.nwb: trials=531, neurons=404, seconds=0.99
[155/174] sub-484674_ses-20210514T111526_behavior+ecephys+ogen.nwb: trials=566, neurons=269, seconds=0.90
[156/174] sub-484675_ses-20210318T122039_behavior+ecephys+ogen.nwb: trials=407, neurons=365, seconds=0.33
[157/174] sub-484675_ses-20210319T121514_behavior+ecephys+ogen.nwb: trials=523, neurons=393, seconds=0.59
[158/174] sub-484675_ses-20210320T130513_behavior+ecephys+ogen.nwb: trials=537, neurons=483, seconds=0.65
[159/174] sub-484675_ses-20210322T164725_behavior+ecephys+ogen.nwb: trials=471, neurons=288, seconds=0.57
[160/174] sub-484675_ses-20210323T164459_behavior+ecephys+ogen.nwb: trials=640, neurons=325, seconds=0.59
[161/174] sub-484675_ses-20210324T182545_behavior+ecephys+ogen.nwb: trials=479, neurons=182, seconds=0.48
[162/174] sub-484676_ses-20210413T112028_behavior+ecephys+ogen.nwb: trials=522, neurons=537, seconds=1.39
[163/174] sub-484676_ses-20210414T121243_behavior+ecephys+ogen.nwb: trials=590, neurons=473, seconds=1.45
[164/174] sub-484676_ses-20210415T121842_behavior+ecephys+ogen.nwb: trials=518, neurons=302, seconds=0.72
[165/174] sub-484676_ses-20210416T140326_behavior+ecephys+ogen.nwb: trials=631, neurons=317, seconds=0.94
[166/174] sub-484676_ses-20210419T130102_behavior+ecephys+ogen.nwb: trials=560, neurons=530, seconds=1.16
[167/174] sub-484676_ses-20210420T130906_behavior+ecephys+ogen.nwb: trials=501, neurons=437, seconds=1.17
[168/174] sub-484676_ses-20210421T141806_behavior+ecephys+ogen.nwb: trials=608, neurons=339, seconds=0.88
[169/174] sub-484677_ses-20210413T150250_behavior+ecephys+ogen.nwb: trials=662, neurons=445, seconds=1.64
[170/174] sub-484677_ses-20210414T153241_behavior+ecephys+ogen.nwb: trials=547, neurons=390, seconds=1.21
[171/174] sub-484677_ses-20210415T161621_behavior+ecephys+ogen.nwb: trials=491, neurons=308, seconds=0.87
[172/174] sub-484677_ses-20210418T132006_behavior+ecephys+ogen.nwb: trials=689, neurons=787, seconds=2.02
[173/174] sub-484677_ses-20210419T161140_behavior+ecephys+ogen.nwb: trials=452, neurons=472, seconds=1.03
[174/174] sub-484677_ses-20210420T170516_behavior+ecephys+ogen.nwb: trials=626, neurons=368, seconds=1.11
WROTE /app/converted_data.pkl sessions 173 trials 90378 neurons 69453
