Converting 152 sessions
[1/152] m11 ses-03 Env1_LocationB_to_A: 154 neurons (155 iscell, 1 interneurons), 80/80 trials (-0 lick err), t=0.3s [read 0.1 dff 0.1 int 0.0] | elapsed 0s, eta 44s
[12/152] m11 ses-14 Env2_LocationB_to_C: 215 neurons (219 iscell, 4 interneurons), 80/80 trials (-0 lick err), t=0.5s [read 0.2 dff 0.2 int 0.0] | elapsed 1s, eta 6s
[13/152] m12 ses-01 Env1_LocationB: 1780 neurons (1780 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=2.4s [read 0.9 dff 1.4 int 0.1] | elapsed 3s, eta 32s
[14/152] m12 ses-02 Env1_LocationB: 1112 neurons (1112 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=1.3s [read 0.4 dff 0.8 int 0.0] | elapsed 3s, eta 29s
[15/152] m12 ses-03 Env1_LocationB_to_C: 1143 neurons (1143 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=1.6s [read 0.6 dff 0.9 int 0.0] | elapsed 3s, eta 27s
[16/152] m12 ses-04 Env1_LocationC: 1017 neurons (1017 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=1.3s [read 0.4 dff 0.8 int 0.0] | elapsed 3s, eta 25s
[17/152] m12 ses-05 Env1_LocationC_to_A: 1306 neurons (1306 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=1.8s [read 0.6 dff 1.1 int 0.0] | elapsed 3s, eta 24s
[18/152] m12 ses-06 Env1_LocationA: 1079 neurons (1084 iscell, 5 interneurons), 80/80 trials (-0 lick err), t=1.3s [read 0.5 dff 0.7 int 0.0] | elapsed 3s, eta 22s
[19/152] m12 ses-07 Env1_LocationA_to_B: 1478 neurons (1478 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=2.1s [read 0.8 dff 1.1 int 0.1] | elapsed 3s, eta 22s
[20/152] m12 ses-08 Env1_B_to_Env2_A: 1494 neurons (1494 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=1.8s [read 0.5 dff 1.1 int 0.1] | elapsed 3s, eta 21s
[21/152] m12 ses-09 Env2_LocationA: 1121 neurons (1121 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=1.3s [read 0.5 dff 0.7 int 0.0] | elapsed 3s, eta 19s
[22/152] m12 ses-10 Env2_LocationA_to_C: 1327 neurons (1327 iscell, 0 interneurons), 79/80 trials (-1 lick err), t=1.5s [read 0.5 dff 0.9 int 0.0] | elapsed 3s, eta 18s
[23/152] m12 ses-11 Env2_LocationC: 1323 neurons (1323 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=2.1s [read 0.7 dff 1.3 int 0.1] | elapsed 3s, eta 18s
[24/152] m12 ses-12 Env2_LocationC_to_B: 1184 neurons (1184 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=1.6s [read 0.6 dff 0.8 int 0.1] | elapsed 3s, eta 18s
[25/152] m12 ses-13 Env2_LocationB: 1118 neurons (1118 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=1.3s [read 0.4 dff 0.8 int 0.0] | elapsed 3s, eta 17s
[26/152] m12 ses-14 Env2_LocationB_to_A: 1354 neurons (1354 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=1.5s [read 0.5 dff 0.9 int 0.0] | elapsed 3s, eta 16s
[27/152] m13 ses-01 Env1_LocationC: 686 neurons (686 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=1.3s [read 0.6 dff 0.6 int 0.0] | elapsed 3s, eta 15s
[28/152] m13 ses-02 Env1_LocationC: 550 neurons (550 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=1.2s [read 0.6 dff 0.5 int 0.0] | elapsed 3s, eta 15s
[29/152] m13 ses-03 Env1_LocationC_to_B: 616 neurons (616 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=1.2s [read 0.5 dff 0.6 int 0.0] | elapsed 3s, eta 14s
[30/152] m13 ses-04 Env1_LocationB: 503 neurons (503 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=0.9s [read 0.3 dff 0.5 int 0.0] | elapsed 3s, eta 14s
[31/152] m13 ses-05 Env1_LocationB_to_A: 704 neurons (704 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=1.0s [read 0.3 dff 0.6 int 0.0] | elapsed 3s, eta 14s
[32/152] m13 ses-06 Env1_LocationA: 519 neurons (519 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=0.8s [read 0.3 dff 0.4 int 0.0] | elapsed 3s, eta 13s
[33/152] m13 ses-07 Env1_LocationA_to_C: 834 neurons (834 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=1.4s [read 0.6 dff 0.7 int 0.0] | elapsed 4s, eta 13s
[34/152] m13 ses-08 Env1_C_to_Env2_A: 707 neurons (707 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=1.1s [read 0.4 dff 0.6 int 0.0] | elapsed 4s, eta 13s
[35/152] m13 ses-09 Env2_LocationA: 557 neurons (557 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=0.8s [read 0.3 dff 0.4 int 0.0] | elapsed 4s, eta 12s
[36/152] m13 ses-10 Env2_LocationA_to_B: 603 neurons (603 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=1.0s [read 0.4 dff 0.5 int 0.0] | elapsed 4s, eta 12s
[37/152] m13 ses-11 Env2_LocationB: 657 neurons (657 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=1.2s [read 0.5 dff 0.7 int 0.0] | elapsed 4s, eta 12s
[38/152] m13 ses-12 Env2_LocationB_to_C: 595 neurons (595 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=1.1s [read 0.5 dff 0.5 int 0.0] | elapsed 4s, eta 12s
[39/152] m13 ses-13 Env2_LocationC: 479 neurons (479 iscell, 0 interneurons), 60/60 trials (-0 lick err), t=0.6s [read 0.3 dff 0.3 int 0.0] | elapsed 4s, eta 11s
[40/152] m13 ses-14 Env2_LocationC_to_A: 749 neurons (749 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=1.0s [read 0.3 dff 0.6 int 0.0] | elapsed 4s, eta 11s
[41/152] m14 ses-01 Env1_LocationA: 981 neurons (981 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=1.5s [read 0.4 dff 1.0 int 0.0] | elapsed 4s, eta 12s
[42/152] m14 ses-02 Env1_LocationA: 591 neurons (592 iscell, 1 interneurons), 73/80 trials (-7 lick err), t=1.1s [read 0.4 dff 0.6 int 0.0] | elapsed 4s, eta 12s
[43/152] m14 ses-03 Env1_LocationA_to_B: 753 neurons (753 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=1.2s [read 0.4 dff 0.7 int 0.0] | elapsed 4s, eta 11s
[44/152] m14 ses-04 Env1_LocationB: 647 neurons (648 iscell, 1 interneurons), 80/80 trials (-0 lick err), t=0.9s [read 0.3 dff 0.5 int 0.0] | elapsed 4s, eta 11s
[45/152] m14 ses-05 Env1_LocationB_to_C: 603 neurons (603 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=0.8s [read 0.3 dff 0.5 int 0.0] | elapsed 4s, eta 10s
[46/152] m14 ses-06 Env1_LocationC: 615 neurons (619 iscell, 4 interneurons), 80/80 trials (-0 lick err), t=0.7s [read 0.2 dff 0.5 int 0.0] | elapsed 4s, eta 10s
[47/152] m14 ses-07 Env1_LocationC_to_A: 927 neurons (927 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=1.0s [read 0.3 dff 0.6 int 0.0] | elapsed 5s, eta 10s
[48/152] m14 ses-08 Env1_A_to_Env2_C: 989 neurons (990 iscell, 1 interneurons), 80/80 trials (-0 lick err), t=1.3s [read 0.5 dff 0.7 int 0.0] | elapsed 5s, eta 11s
[49/152] m14 ses-09 Env2_LocationC: 499 neurons (500 iscell, 1 interneurons), 80/80 trials (-0 lick err), t=0.6s [read 0.2 dff 0.3 int 0.0] | elapsed 5s, eta 10s
[50/152] m14 ses-10 Env2_LocationC_to_B: 727 neurons (727 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=1.0s [read 0.4 dff 0.5 int 0.0] | elapsed 5s, eta 10s
[51/152] m14 ses-11 Env2_LocationB: 554 neurons (554 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=0.8s [read 0.3 dff 0.4 int 0.0] | elapsed 5s, eta 10s
[52/152] m14 ses-12 Env2_LocationB_to_A: 609 neurons (611 iscell, 2 interneurons), 80/80 trials (-0 lick err), t=0.7s [read 0.2 dff 0.4 int 0.0] | elapsed 5s, eta 9s
[53/152] m14 ses-13 Env2_LocationA: 470 neurons (483 iscell, 13 interneurons), 80/80 trials (-0 lick err), t=0.5s [read 0.2 dff 0.3 int 0.0] | elapsed 5s, eta 9s
[54/152] m14 ses-14 Env2_LocationA_to_C: 874 neurons (876 iscell, 2 interneurons), 80/80 trials (-0 lick err), t=1.0s [read 0.3 dff 0.6 int 0.0] | elapsed 5s, eta 9s
[55/152] m15 ses-01 Env1_LocationA: 1133 neurons (1133 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=1.9s [read 0.5 dff 1.2 int 0.1] | elapsed 6s, eta 11s
[56/152] m15 ses-02 Env1_LocationA: 1042 neurons (1045 iscell, 3 interneurons), 80/80 trials (-0 lick err), t=1.4s [read 0.3 dff 0.9 int 0.0] | elapsed 6s, eta 10s
[57/152] m15 ses-03 Env1_LocationA_to_C: 1426 neurons (1426 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=2.2s [read 0.7 dff 1.4 int 0.1] | elapsed 7s, eta 11s
[58/152] m15 ses-04 Env1_LocationC: 1167 neurons (1167 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=2.2s [read 0.6 dff 1.4 int 0.1] | elapsed 7s, eta 11s
[59/152] m15 ses-05 Env1_LocationC_to_B: 1483 neurons (1483 iscell, 0 interneurons), 74/80 trials (-6 lick err), t=2.2s [read 0.5 dff 1.5 int 0.1] | elapsed 7s, eta 11s
[60/152] m15 ses-06 Env1_LocationB: 1041 neurons (1041 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=1.3s [read 0.4 dff 0.8 int 0.0] | elapsed 7s, eta 11s
[61/152] m15 ses-07 Env1_LocationB_to_A: 1308 neurons (1308 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=1.7s [read 0.6 dff 1.0 int 0.0] | elapsed 7s, eta 11s
[62/152] m15 ses-08 Env1_A_to_Env2_B: 1307 neurons (1307 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=1.8s [read 0.6 dff 1.1 int 0.0] | elapsed 7s, eta 10s
[63/152] m15 ses-09 Env2_LocationB: 1070 neurons (1070 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=1.1s [read 0.3 dff 0.7 int 0.0] | elapsed 7s, eta 10s
[64/152] m15 ses-10 Env2_LocationB_to_C: 1282 neurons (1283 iscell, 1 interneurons), 80/80 trials (-0 lick err), t=1.8s [read 0.6 dff 1.0 int 0.1] | elapsed 7s, eta 10s
[65/152] m15 ses-11 Env2_LocationC: 754 neurons (754 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=0.9s [read 0.3 dff 0.6 int 0.0] | elapsed 7s, eta 10s
[66/152] m15 ses-12 Env2_LocationC_to_A: 1127 neurons (1127 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=1.2s [read 0.4 dff 0.7 int 0.0] | elapsed 7s, eta 9s
[67/152] m15 ses-13 Env2_LocationA: 875 neurons (875 iscell, 0 interneurons), 79/80 trials (-1 lick err), t=1.1s [read 0.3 dff 0.6 int 0.1] | elapsed 7s, eta 9s
[68/152] m15 ses-14 Env2_LocationA_to_B: 1195 neurons (1195 iscell, 0 interneurons), 78/80 trials (-2 lick err), t=2.0s [read 0.7 dff 1.1 int 0.0] | elapsed 7s, eta 9s
[69/152] m17 ses-01 Env2_LocationB: 590 neurons (591 iscell, 1 interneurons), 79/80 trials (-1 lick err), t=1.3s [read 0.6 dff 0.6 int 0.0] | elapsed 7s, eta 9s
[70/152] m17 ses-02 Env2_LocationB: 440 neurons (442 iscell, 2 interneurons), 80/80 trials (-0 lick err), t=1.5s [read 1.0 dff 0.4 int 0.0] | elapsed 7s, eta 8s
[71/152] m17 ses-03 Env2_LocationB_to_C: 676 neurons (676 iscell, 0 interneurons), 79/80 trials (-1 lick err), t=1.4s [read 0.7 dff 0.7 int 0.0] | elapsed 7s, eta 8s
[72/152] m17 ses-04 Env2_LocationC: 504 neurons (506 iscell, 2 interneurons), 80/80 trials (-0 lick err), t=1.2s [read 0.6 dff 0.5 int 0.0] | elapsed 7s, eta 8s
[73/152] m17 ses-05 Env2_LocationC_to_A: 838 neurons (838 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=1.9s [read 0.7 dff 1.1 int 0.0] | elapsed 8s, eta 8s
[74/152] m17 ses-06 Env2_LocationA: 491 neurons (491 iscell, 0 interneurons), 79/80 trials (-1 lick err), t=1.7s [read 0.8 dff 0.7 int 0.0] | elapsed 8s, eta 8s
[75/152] m17 ses-07 Env2_LocationA_to_B: 690 neurons (690 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=1.7s [read 0.7 dff 0.9 int 0.0] | elapsed 8s, eta 8s
[76/152] m17 ses-08 Env2_B_to_Env1_A: 587 neurons (593 iscell, 6 interneurons), 80/80 trials (-0 lick err), t=1.4s [read 0.7 dff 0.6 int 0.0] | elapsed 8s, eta 8s
[77/152] m17 ses-09 Env1_LocationA: 539 neurons (539 iscell, 0 interneurons), 79/80 trials (-1 lick err), t=1.4s [read 0.6 dff 0.7 int 0.0] | elapsed 8s, eta 8s
[78/152] m17 ses-10 Env1_LocationA_to_C: 679 neurons (683 iscell, 4 interneurons), 80/80 trials (-0 lick err), t=1.5s [read 0.6 dff 0.8 int 0.0] | elapsed 8s, eta 8s
[79/152] m17 ses-11 Env1_LocationC: 621 neurons (629 iscell, 8 interneurons), 80/80 trials (-0 lick err), t=1.3s [read 0.6 dff 0.5 int 0.0] | elapsed 8s, eta 7s
[80/152] m17 ses-12 Env1_LocationC_to_B: 739 neurons (747 iscell, 8 interneurons), 80/80 trials (-0 lick err), t=1.5s [read 0.6 dff 0.7 int 0.0] | elapsed 8s, eta 7s
[81/152] m17 ses-13 Env1_LocationB: 465 neurons (468 iscell, 3 interneurons), 80/80 trials (-0 lick err), t=1.1s [read 0.5 dff 0.4 int 0.0] | elapsed 8s, eta 7s
[82/152] m17 ses-14 Env1_LocationB_to_A: 766 neurons (770 iscell, 4 interneurons), 80/80 trials (-0 lick err), t=1.3s [read 0.5 dff 0.6 int 0.0] | elapsed 8s, eta 7s
[83/152] m18 ses-01 Env2_LocationA: 2281 neurons (2281 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=4.3s [read 1.5 dff 2.4 int 0.3] | elapsed 12s, eta 10s
[84/152] m18 ses-02 Env2_LocationA: 1636 neurons (1639 iscell, 3 interneurons), 80/80 trials (-0 lick err), t=3.0s [read 1.1 dff 1.7 int 0.1] | elapsed 12s, eta 10s
[85/152] m18 ses-03 Env2_LocationA_to_B: 2323 neurons (2341 iscell, 18 interneurons), 76/80 trials (-4 lick err), t=4.8s [read 1.4 dff 3.1 int 0.2] | elapsed 14s, eta 11s
[86/152] m18 ses-04 Env2_LocationB: 1631 neurons (1634 iscell, 3 interneurons), 80/80 trials (-0 lick err), t=3.7s [read 1.5 dff 2.1 int 0.1] | elapsed 14s, eta 11s
[87/152] m18 ses-05 Env2_LocationB_to_C: 2106 neurons (2115 iscell, 9 interneurons), 80/80 trials (-0 lick err), t=5.2s [read 1.4 dff 3.4 int 0.2] | elapsed 15s, eta 11s
[88/152] m18 ses-06 Env2_LocationC: 1368 neurons (1378 iscell, 10 interneurons), 80/80 trials (-0 lick err), t=2.9s [read 1.0 dff 1.7 int 0.1] | elapsed 15s, eta 11s
[89/152] m18 ses-07 Env2_LocationC_to_A: 1724 neurons (1726 iscell, 2 interneurons), 80/80 trials (-0 lick err), t=3.2s [read 1.1 dff 1.9 int 0.1] | elapsed 15s, eta 11s
[90/152] m18 ses-08 Env2_A_to_Env1_C: 2312 neurons (2314 iscell, 2 interneurons), 80/80 trials (-0 lick err), t=4.7s [read 1.7 dff 2.7 int 0.1] | elapsed 15s, eta 10s
[91/152] m18 ses-09 Env1_LocationC: 1685 neurons (1696 iscell, 11 interneurons), 80/80 trials (-0 lick err), t=3.0s [read 1.0 dff 1.8 int 0.1] | elapsed 15s, eta 10s
[92/152] m18 ses-10 Env1_LocationC_to_B: 1890 neurons (1899 iscell, 9 interneurons), 80/80 trials (-0 lick err), t=3.6s [read 1.2 dff 2.0 int 0.3] | elapsed 15s, eta 10s
[93/152] m18 ses-11 Env1_LocationB: 1373 neurons (1382 iscell, 9 interneurons), 80/80 trials (-0 lick err), t=2.4s [read 0.8 dff 1.4 int 0.1] | elapsed 15s, eta 10s
[94/152] m18 ses-12 Env1_LocationB_to_A: 1922 neurons (1927 iscell, 5 interneurons), 80/80 trials (-0 lick err), t=3.4s [read 1.1 dff 2.0 int 0.2] | elapsed 15s, eta 9s
[95/152] m18 ses-13 Env1_LocationA: 1428 neurons (1433 iscell, 5 interneurons), 80/80 trials (-0 lick err), t=2.3s [read 0.9 dff 1.3 int 0.1] | elapsed 15s, eta 9s
[96/152] m18 ses-14 Env1_LocationA_to_C: 1944 neurons (1955 iscell, 11 interneurons), 80/80 trials (-0 lick err), t=3.5s [read 1.2 dff 2.1 int 0.1] | elapsed 15s, eta 9s
[97/152] m19 ses-01 Env1_LocationC: 526 neurons (528 iscell, 2 interneurons), 80/80 trials (-0 lick err), t=1.0s [read 0.3 dff 0.6 int 0.0] | elapsed 15s, eta 8s
[98/152] m19 ses-02 Env1_LocationC: 405 neurons (407 iscell, 2 interneurons), 80/80 trials (-0 lick err), t=0.9s [read 0.4 dff 0.4 int 0.0] | elapsed 15s, eta 8s
[99/152] m19 ses-03 Env1_LocationC_to_B: 463 neurons (465 iscell, 2 interneurons), 80/80 trials (-0 lick err), t=1.1s [read 0.3 dff 0.6 int 0.1] | elapsed 15s, eta 8s
[100/152] m19 ses-04 Env1_LocationB: 549 neurons (550 iscell, 1 interneurons), 80/80 trials (-0 lick err), t=1.3s [read 0.3 dff 0.9 int 0.0] | elapsed 15s, eta 8s
[101/152] m19 ses-05 Env1_LocationB_to_A: 470 neurons (472 iscell, 2 interneurons), 80/80 trials (-0 lick err), t=1.1s [read 0.3 dff 0.7 int 0.0] | elapsed 15s, eta 8s
[102/152] m19 ses-06 Env1_LocationA: 503 neurons (504 iscell, 1 interneurons), 80/80 trials (-0 lick err), t=1.1s [read 0.3 dff 0.7 int 0.0] | elapsed 15s, eta 7s
[103/152] m19 ses-07 Env1_LocationA_to_C: 595 neurons (596 iscell, 1 interneurons), 80/80 trials (-0 lick err), t=1.2s [read 0.3 dff 0.8 int 0.0] | elapsed 15s, eta 7s
[104/152] m19 ses-08 Env1_C_to_Env2_A: 565 neurons (566 iscell, 1 interneurons), 80/80 trials (-0 lick err), t=1.4s [read 0.4 dff 0.8 int 0.0] | elapsed 15s, eta 7s
[105/152] m19 ses-09 Env2_LocationA: 427 neurons (434 iscell, 7 interneurons), 80/80 trials (-0 lick err), t=0.8s [read 0.3 dff 0.4 int 0.0] | elapsed 15s, eta 7s
[106/152] m19 ses-10 Env2_LocationA_to_B: 464 neurons (469 iscell, 5 interneurons), 80/80 trials (-0 lick err), t=1.1s [read 0.3 dff 0.8 int 0.0] | elapsed 15s, eta 7s
[107/152] m19 ses-11 Env2_LocationB: 369 neurons (378 iscell, 9 interneurons), 80/80 trials (-0 lick err), t=0.8s [read 0.3 dff 0.4 int 0.0] | elapsed 15s, eta 6s
[108/152] m19 ses-12 Env2_LocationB_to_C: 555 neurons (558 iscell, 3 interneurons), 80/80 trials (-0 lick err), t=1.0s [read 0.3 dff 0.6 int 0.0] | elapsed 15s, eta 6s
[109/152] m19 ses-13 Env2_LocationC: 422 neurons (428 iscell, 6 interneurons), 80/80 trials (-0 lick err), t=0.8s [read 0.3 dff 0.4 int 0.0] | elapsed 15s, eta 6s
[110/152] m19 ses-14 Env2_LocationC_to_A: 587 neurons (589 iscell, 2 interneurons), 80/80 trials (-0 lick err), t=1.1s [read 0.4 dff 0.6 int 0.0] | elapsed 15s, eta 6s
[111/152] m3 ses-01 Env1_LocationC: 1013 neurons (1052 iscell, 39 interneurons), 80/80 trials (-0 lick err), t=3.3s [read 1.2 dff 1.9 int 0.1] | elapsed 16s, eta 6s
[112/152] m3 ses-02 Env1_LocationC: 882 neurons (917 iscell, 35 interneurons), 80/80 trials (-0 lick err), t=1.9s [read 0.6 dff 1.2 int 0.1] | elapsed 16s, eta 6s
[113/152] m3 ses-03 Env1_LocationC_to_A: 1053 neurons (1059 iscell, 6 interneurons), 80/80 trials (-0 lick err), t=2.3s [read 0.8 dff 1.3 int 0.1] | elapsed 16s, eta 6s
[114/152] m3 ses-04 Env1_LocationA: 811 neurons (814 iscell, 3 interneurons), 80/80 trials (-0 lick err), t=2.2s [read 1.0 dff 1.0 int 0.0] | elapsed 16s, eta 5s
[115/152] m3 ses-05 Env1_LocationA_to_B: 1019 neurons (1022 iscell, 3 interneurons), 80/80 trials (-0 lick err), t=3.0s [read 1.1 dff 1.7 int 0.1] | elapsed 17s, eta 5s
[116/152] m3 ses-06 Env1_LocationB: 811 neurons (818 iscell, 7 interneurons), 80/80 trials (-0 lick err), t=2.0s [read 0.9 dff 0.9 int 0.0] | elapsed 17s, eta 5s
[117/152] m3 ses-07 Env1_LocationB_to_C: 782 neurons (787 iscell, 5 interneurons), 80/80 trials (-0 lick err), t=1.6s [read 0.7 dff 0.8 int 0.0] | elapsed 17s, eta 5s
[118/152] m3 ses-08 Env1_C_to_Env2_B: 778 neurons (783 iscell, 5 interneurons), 80/80 trials (-0 lick err), t=2.1s [read 0.8 dff 1.1 int 0.1] | elapsed 17s, eta 5s
[119/152] m3 ses-09 Env2_LocationB: 764 neurons (768 iscell, 4 interneurons), 80/80 trials (-0 lick err), t=1.8s [read 0.7 dff 0.9 int 0.1] | elapsed 17s, eta 5s
[120/152] m3 ses-10 Env2_LocationB_to_A: 928 neurons (930 iscell, 2 interneurons), 89/90 trials (-1 lick err), t=2.0s [read 0.7 dff 1.2 int 0.1] | elapsed 17s, eta 4s
[121/152] m3 ses-11 Env2_LocationA: 997 neurons (1000 iscell, 3 interneurons), 80/80 trials (-0 lick err), t=2.3s [read 1.0 dff 1.2 int 0.0] | elapsed 17s, eta 4s
[122/152] m3 ses-12 Env2_LocationA_to_C: 1030 neurons (1030 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=2.0s [read 0.7 dff 1.1 int 0.1] | elapsed 17s, eta 4s
[123/152] m3 ses-13 Env2_LocationC: 980 neurons (980 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=1.6s [read 0.5 dff 0.9 int 0.0] | elapsed 17s, eta 4s
[124/152] m3 ses-14 Env2_LocationC_to_B: 1050 neurons (1050 iscell, 0 interneurons), 100/100 trials (-0 lick err), t=2.0s [read 0.7 dff 1.1 int 0.0] | elapsed 17s, eta 4s
[125/152] m4 ses-01 Env1_LocationB: 980 neurons (983 iscell, 3 interneurons), 80/80 trials (-0 lick err), t=3.2s [read 1.2 dff 1.8 int 0.1] | elapsed 19s, eta 4s
[126/152] m4 ses-02 Env1_LocationB: 909 neurons (926 iscell, 17 interneurons), 79/80 trials (-1 lick err), t=2.9s [read 1.2 dff 1.5 int 0.1] | elapsed 19s, eta 4s
[127/152] m4 ses-03 Env1_LocationB_to_A: 1023 neurons (1031 iscell, 8 interneurons), 75/75 trials (-0 lick err), t=4.0s [read 1.8 dff 2.0 int 0.1] | elapsed 20s, eta 4s
[128/152] m4 ses-04 Env1_LocationA: 1016 neurons (1016 iscell, 0 interneurons), 40/41 trials (-1 lick err), t=4.1s [read 2.2 dff 1.7 int 0.1] | elapsed 20s, eta 4s
[129/152] m4 ses-05 Env1_LocationA_to_C: 1066 neurons (1066 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=4.2s [read 1.9 dff 2.0 int 0.2] | elapsed 21s, eta 4s
[130/152] m4 ses-06 Env1_LocationC: 1067 neurons (1068 iscell, 1 interneurons), 79/80 trials (-1 lick err), t=4.6s [read 2.8 dff 1.6 int 0.1] | elapsed 21s, eta 4s
[131/152] m4 ses-07 Env1_LocationC_to_B: 1003 neurons (1011 iscell, 8 interneurons), 71/80 trials (-9 lick err), t=3.7s [read 1.8 dff 1.6 int 0.1] | elapsed 21s, eta 3s
[132/152] m4 ses-08 Env1_B_to_Env2_C: 1285 neurons (1287 iscell, 2 interneurons), 80/80 trials (-0 lick err), t=4.4s [read 1.7 dff 2.4 int 0.3] | elapsed 22s, eta 3s
[133/152] m4 ses-09 Env2_LocationC: 1014 neurons (1019 iscell, 5 interneurons), 50/50 trials (-0 lick err), t=2.4s [read 0.9 dff 1.2 int 0.0] | elapsed 22s, eta 3s
[134/152] m4 ses-10 Env2_LocationC_to_A: 1100 neurons (1100 iscell, 0 interneurons), 79/80 trials (-1 lick err), t=3.8s [read 1.4 dff 2.1 int 0.2] | elapsed 22s, eta 3s
[135/152] m4 ses-11 Env2_LocationA: 990 neurons (990 iscell, 0 interneurons), 80/80 trials (-0 lick err), t=2.3s [read 0.8 dff 1.3 int 0.1] | elapsed 22s, eta 3s
[136/152] m4 ses-12 Env2_LocationA_to_B: 1038 neurons (1039 iscell, 1 interneurons), 80/80 trials (-0 lick err), t=3.4s [read 1.1 dff 2.1 int 0.1] | elapsed 22s, eta 3s
